Step,UEIndex,RNTI,ServingCell,Frame,Slot,Time_s,Direction,StageName,EventName,LifecycleState,StageStatus,SourceArtifact,SourceRow,ValueSource,ValueRole,ValueStatus,ValueDefinition,SlotDuration_s,ProcedureStartSlot,ProcedureEndSlot,ProcedureDelay_ms,AccessDelay_ms,CompleteFlag,PlaceholderFlag,FallbackFlag,UnavailableReason,Notes
134,34,34,3,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
135,35,35,2,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
136,36,36,5,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
137,37,37,4,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
138,38,38,4,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
139,39,39,5,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
140,40,40,4,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
141,41,41,2,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
142,42,42,4,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
143,43,43,1,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
144,44,44,4,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
145,45,45,2,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
146,46,46,5,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
147,47,47,1,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
148,48,48,5,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
149,49,49,4,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
150,50,50,2,1,7,0.003,UL,PRACH,PRACH_MSG1_DETECTED,PRACH_MSG1_DETECTED,PASS,control/csv/prach_trials.csv,not_applicable,slot_coupled_prach_detection_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,Msg1 PRACH detection observed in the coupled PRACH runtime gate.
151,3,3,1,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
152,5,5,1,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
153,7,7,1,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
154,9,9,1,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
155,14,14,1,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
156,19,19,1,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
157,26,26,1,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
158,27,27,1,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
159,43,43,1,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
160,47,47,1,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
161,4,4,2,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
162,6,6,2,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
163,10,10,2,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
164,29,29,2,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
165,35,35,2,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
166,41,41,2,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
167,45,45,2,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
168,50,50,2,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
169,2,2,3,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
170,12,12,3,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
171,13,13,3,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
172,15,15,3,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
173,16,16,3,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
174,18,18,3,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
175,23,23,3,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
176,24,24,3,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
177,33,33,3,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
178,34,34,3,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
179,20,20,4,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
180,22,22,4,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
181,32,32,4,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
182,37,37,4,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
183,38,38,4,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
184,40,40,4,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
185,42,42,4,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
186,44,44,4,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
187,49,49,4,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
188,1,1,5,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
189,8,8,5,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
190,11,11,5,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
191,17,17,5,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
192,21,21,5,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
193,25,25,5,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
194,28,28,5,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
195,30,30,5,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
196,31,31,5,1,7,0.003,DL,PDCCH,PDCCH_DCI_DECODED,PDCCH_DCI_DECODED,PASS,control/csv/pdcch_trials.csv,not_applicable,slot_coupled_grant_pdcch_decode_observation,measured_runtime_procedure_event,available_runtime_observation,initial-access event timestamp recorded from the slot-coupled runtime evidence path,0.0005,not_applicable,not_applicable,not_applicable,not_applicable,0,0,0,none,PDCCH DCI decode observed for a scheduler grant in the coupled runtime.
